title,year,adrienne,anita,bob,chingti,david,gheorghe,gina,howard,jacqui,janice,joe,josee,kathy,kerrie,lisa,marty,mike,paola,serkalem,tim
20347371,2010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20348331,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20400778,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20425830,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20445134,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20448212,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20470424,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20548944,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20600847,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20660804,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20686565,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20693352,2010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20697030,2010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20855565,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20889853,2011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20980077,2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21181894,2011,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21263120,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
21264913,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21300955,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21355061,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21371553,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21378990,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21478329,2011,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21493818,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21496938,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21533135,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21606135,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21611967,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21618600,2011,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
21723205,2011,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21757650,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21757961,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21768215,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21769934,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21771328,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21810599,2011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21813106,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21909108,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21909110,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21924382,2012,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21931561,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22003152,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22072498,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22143959,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22144573,2011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22159054,2011,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22170711,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22174694,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22222934,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22235037,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22303384,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22306695,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22371357,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22373209,2011,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22479202,2012,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22492995,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22504420,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22520541,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22558097,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22581228,2012,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22589742,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22607825,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22692763,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22714408,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22815869,2012,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22885922,2012,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22885924,2012,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22973300,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23035064,2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23094880,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23141485,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23255780,2013,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23287867,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23290196,2013,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23315372,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23319385,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23388002,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23406172,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23414513,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23659870,2013,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23835345,2013,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23838599,2014,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23858411,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23870195,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23874508,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23966867,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24002369,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24097064,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24097068,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24343915,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24464521,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24493794,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24507774,2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24507775,2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24509480,2014,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24513584,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24516880,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24585758,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24719270,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24805109,2014,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
24922517,2014,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24941081,2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24951659,2014,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24951660,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24951663,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24951664,2014,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24978115,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24981077,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24999059,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25080503,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25199915,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25245031,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25277365,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25311648,2014,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25327503,2015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25344734,2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25381465,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25487149,2015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25519320,2014,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25519412,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25628649,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25631608,2015,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25673412,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25961151,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26076097,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26087330,2015,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26131930,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26367794,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26516778,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26551672,2015,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26577045,2016,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26626313,2016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26628673,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26634344,2015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26695510,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26860063,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26950853,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26972631,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27036123,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27050191,2016,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27061095,2016,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27117172,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27149122,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27185208,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27252175,2016,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27321945,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27416945,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27419666,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27455046,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27476799,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27487454,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27587472,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27589061,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27616567,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27688237,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
